Student_ID,Attendance,Assignment,Quiz,Midterm,Final,Previous_GPA,Average_Score,Risk_Level
2373,72,84,79,85,62,3.54,73.8,Low
2374,99,67,61,98,92,3.91,88.9,Low
2375,77,58,91,92,38,3.73,65.4,Low
2376,80,55,84,66,80,3.46,73.7,Low
2377,47,64,72,71,82,2.15,72.4,High
2378,50,96,26,37,45,2.1,46.3,High
2379,61,58,24,98,54,3.68,65.3,Low
2380,90,63,43,37,86,2.98,65.1,Low
2381,63,70,47,43,75,3.63,60.9,Medium
2382,80,70,81,42,59,2.63,59.3,Medium
2383,56,52,36,31,48,2.8,42.9,High
2384,51,32,39,42,25,3.4,34.8,High
2385,96,87,22,40,71,3.83,60.9,Medium
2386,85,61,56,83,20,2.18,53.1,Medium
2387,71,60,34,91,71,3.72,72.2,Low
2388,54,72,70,53,43,3.59,52.7,High
2389,55,36,67,21,53,2.63,43.3,High
2390,93,30,27,88,26,2.71,51.8,Medium
2391,61,90,32,50,94,2.09,70.9,Medium
2392,67,43,67,87,30,2.03,55.8,Medium
2393,59,81,22,89,55,2.95,64.9,High
2394,72,35,84,38,39,2.19,46.1,High
2395,49,39,92,91,82,2.39,78.1,High
2396,79,59,50,32,99,3.69,68.0,Low
2397,71,50,45,84,82,3.14,74.6,Low
2398,89,89,75,25,88,3.27,68.0,Low
2399,99,92,53,90,49,2.37,71.0,Medium
2400,72,71,28,46,49,3.66,50.5,Medium
2401,41,80,81,98,41,3.74,66.0,High
2402,72,93,32,71,80,3.05,73.0,Low
2403,72,85,88,67,40,3.83,60.6,Medium
2404,80,70,60,98,56,3.69,72.8,Low
2405,52,61,96,87,46,3.46,65.4,High
2406,69,44,20,63,54,3.47,53.8,Medium
2407,72,91,66,36,57,2.21,56.5,Medium
2408,52,56,23,57,79,2.54,61.8,High
2409,91,57,82,29,89,2.13,67.3,Medium
2410,65,93,71,73,51,2.02,65.2,Medium
2411,61,88,29,25,99,2.32,64.9,Medium
2412,78,87,47,25,99,3.76,68.3,Low
2413,41,31,25,71,46,2.48,49.4,High
2414,77,65,46,34,22,3.94,37.8,High
2415,78,42,31,87,68,3.19,68.4,Low
2416,65,44,81,76,49,2.47,61.4,Medium
2417,85,89,71,75,41,2.99,63.4,Medium
2418,97,51,67,26,38,2.44,44.5,High
2419,89,92,86,70,50,3.97,67.7,Low
2420,54,54,65,77,39,3.69,56.0,High
2421,73,77,93,83,38,2.05,64.4,Medium
2422,81,72,34,45,21,3.9,40.6,High
2423,94,67,90,77,59,3.44,71.8,Low
2424,83,70,55,50,58,2.16,59.0,Medium
2425,88,74,33,85,91,3.34,81.4,Low
2426,79,69,97,32,73,3.29,63.3,Medium
2427,50,46,22,37,46,2.44,41.3,High
2428,42,86,86,94,98,3.52,88.8,High
2429,98,31,38,32,31,2.17,38.7,High
2430,45,91,95,43,97,2.98,74.8,High
2431,48,38,73,76,90,2.02,74.7,High
2432,45,97,88,48,36,3.94,51.8,High
2433,48,46,29,75,29,3.5,46.4,High
2434,78,79,52,73,38,2.32,58.0,Medium
2435,70,69,32,24,49,2.68,43.9,High
2436,71,87,70,54,49,2.32,58.6,Medium
2437,80,50,51,38,44,3.53,47.1,High
2438,89,47,94,74,93,2.12,82.4,Medium
2439,51,84,43,96,85,3.68,80.6,High
2440,47,58,54,88,54,3.88,63.9,High
2441,47,53,89,63,70,3.35,65.8,High
2442,89,46,59,97,90,2.43,84.5,Medium
2443,67,47,73,57,90,2.72,71.8,Low
2444,59,71,63,81,46,2.95,62.0,High
2445,86,74,81,41,29,3.21,48.0,High
2446,98,46,87,92,62,3.34,75.5,Low
2447,46,43,52,59,74,3.11,61.4,High
2448,50,78,96,45,90,2.7,71.9,High
2449,59,58,75,24,25,3.78,36.4,High
2450,55,33,55,73,25,2.16,46.2,High
2451,43,49,73,68,96,2.93,75.3,High
2452,45,76,38,22,67,3.55,49.3,High
2453,97,38,62,57,96,2.12,75.2,Medium
2454,61,56,31,33,21,3.41,33.1,High
2455,65,44,30,66,70,3.64,61.7,Medium
2456,42,48,89,33,80,3.32,59.8,High
2457,80,81,31,94,38,2.03,62.6,Medium
2458,99,55,60,92,21,2.36,57.4,Medium
2459,81,55,44,57,70,2.68,63.1,Medium
2460,53,55,22,83,45,2.47,55.9,High
2461,50,75,22,63,89,3.93,69.2,High
2462,57,78,47,89,39,3.3,60.5,High
2463,93,82,42,84,42,2.59,63.7,Medium
2464,51,32,67,44,73,3.86,57.4,High
2465,62,95,86,35,34,3.48,48.4,High
2466,51,71,61,34,25,2.57,38.5,High
2467,52,48,59,22,54,2.76,44.1,High
2468,64,46,25,86,94,2.4,76.9,Medium
2469,84,62,39,56,27,3.94,46.1,High
2470,90,78,30,74,76,3.03,72.4,Low
2471,97,85,46,57,69,3.79,67.5,Low
2472,58,92,40,82,68,2.69,70.8,High
2473,94,32,32,20,40,3.72,37.8,High
2474,85,78,54,90,55,2.11,70.7,Medium
2475,75,84,66,38,90,3.96,69.9,Low
2476,84,55,47,71,88,3.82,75.1,Low
2477,47,81,40,49,77,2.73,62.3,High
2478,68,36,37,74,82,3.55,69.1,Low
2479,94,75,50,33,35,3.5,45.8,High
2480,92,75,79,32,25,3.8,44.2,High
2481,94,45,56,46,97,2.61,72.1,Low
2482,71,53,40,28,71,2.93,53.2,Medium
2483,90,90,33,60,21,3.73,47.7,High
2484,83,83,79,67,96,3.56,83.0,Low
2485,57,91,42,31,37,2.79,43.1,High
2486,45,30,48,29,95,3.69,59.0,High
2487,57,78,66,25,54,2.09,49.2,High
2488,58,54,49,53,58,3.56,55.2,High
2489,61,39,57,71,20,2.41,45.0,High
2490,76,45,46,60,56,2.57,57.1,Medium
2491,71,87,34,25,40,2.99,42.7,High
2492,95,58,78,21,20,2.9,37.4,High
2493,80,35,22,34,23,3.04,33.1,High
2494,98,45,29,36,77,3.09,58.8,Medium
2495,42,49,98,35,20,2.66,37.4,High
2496,67,72,99,47,32,2.35,50.7,Medium
2497,49,55,36,91,65,3.54,67.3,High
2498,90,62,30,29,66,2.8,53.3,Medium
2499,74,55,67,29,95,3.01,66.3,Low
2500,68,74,24,29,26,3.29,35.7,High
2501,93,92,88,92,70,3.82,82.9,Low
2502,54,96,83,47,22,3.42,46.2,High
2503,72,81,33,43,69,2.09,59.1,Medium
2504,46,97,69,38,45,3.68,50.6,High
2505,51,55,45,87,50,3.98,61.2,High
2506,88,31,91,75,81,2.94,75.9,Low
2507,69,43,88,86,45,3.94,63.8,Medium
2508,60,59,26,61,86,3.09,67.2,Low
2509,70,78,35,31,74,2.92,57.2,Medium
2510,97,41,74,37,47,2.66,51.1,Medium
2511,63,73,97,42,63,3.32,61.1,Medium
2512,59,62,75,25,57,2.46,49.9,High
2513,76,42,23,72,49,2.21,55.3,Medium
2514,43,55,67,61,85,2.05,68.8,High
2515,67,50,36,85,27,2.58,51.6,Medium
2516,83,57,55,49,33,2.79,47.4,High
2517,59,77,89,28,81,3.1,63.3,High
2518,99,69,99,61,94,2.59,82.6,Low
2519,63,95,57,53,82,3.97,70.2,Low
2520,89,52,81,59,98,2.58,79.1,Low
2521,88,77,67,36,85,2.88,68.0,Low
2522,90,31,29,48,59,2.21,53.0,Medium
2523,71,49,55,69,32,2.52,51.0,Medium
2524,80,88,48,95,36,2.1,64.5,Medium
2525,75,75,97,68,34,3.12,58.7,Medium
2526,97,32,23,92,52,3.5,63.6,Medium
2527,92,84,63,80,35,2.39,61.9,Medium
2528,73,41,75,65,32,2.74,51.2,Medium
2529,75,69,61,65,42,2.03,56.8,Medium
2530,41,95,32,36,55,3.68,49.6,High
2531,54,45,65,85,62,3.56,66.7,High
2532,73,63,52,24,69,2.13,53.6,Medium
2533,75,73,40,73,93,2.73,77.9,Low
2534,45,35,99,35,32,3.91,41.2,High
2535,78,93,98,26,49,2.78,54.3,Medium
2536,81,51,76,27,76,3.05,59.3,Medium
2537,90,47,88,91,49,2.71,69.4,Low
2538,90,41,89,57,90,3.19,75.1,Low
2539,97,81,86,73,29,3.96,59.9,Medium
2540,93,80,67,95,85,4.0,86.5,Low
2541,51,77,95,34,58,3.55,55.7,High
2542,42,48,52,69,56,2.81,57.3,High
2543,84,35,55,75,22,2.99,48.7,High
2544,57,56,52,28,53,2.71,46.1,High
2545,79,82,50,27,57,3.97,52.0,Medium
2546,60,77,40,38,33,3.42,42.3,High
2547,54,36,46,70,83,2.9,67.8,High
2548,72,88,91,91,58,2.02,75.6,Medium
2549,74,98,81,76,73,3.04,77.3,Low
2550,65,40,45,87,21,3.97,49.5,High
2551,47,44,85,50,62,3.05,57.4,High
2552,75,93,31,22,72,2.36,55.3,Medium
2553,87,32,41,62,22,2.04,43.4,High
2554,69,98,36,48,60,2.71,58.7,Medium
2555,62,52,26,29,27,3.84,33.5,High
2556,81,82,87,31,94,3.99,71.9,Low
2557,83,66,56,65,82,3.89,72.8,Low
2558,53,38,57,49,84,3.46,63.1,High
2559,53,44,30,51,98,3.12,67.2,High
2560,41,32,20,92,23,3.18,46.1,High
2561,94,99,44,66,87,3.08,78.3,Low
2562,76,46,61,82,29,3.41,54.5,Medium
2563,44,55,71,45,94,2.84,68.1,High
2564,77,50,43,22,69,3.34,51.2,Medium
2565,84,50,72,42,42,2.24,50.0,Medium
2566,80,40,75,94,80,2.53,79.7,Low
2567,93,67,82,93,66,3.67,78.5,Low
2568,99,64,27,69,22,3.81,48.5,High
2569,86,43,78,55,36,3.08,51.6,Medium
2570,53,43,64,32,41,2.06,42.0,High
2571,95,39,46,48,35,3.85,46.4,High
2572,78,41,71,57,99,3.4,75.7,Low
2573,64,67,37,96,22,2.83,54.4,Medium
2574,59,63,35,24,71,3.2,51.3,High
2575,41,70,85,39,52,2.86,52.1,High
2576,78,39,24,97,61,2.93,67.6,Low
2577,45,46,22,33,21,3.77,29.6,High
2578,56,46,99,27,58,2.32,51.4,High
2579,98,96,89,67,65,2.21,74.4,Medium
2580,64,91,26,32,67,2.01,54.5,Medium
2581,96,30,69,43,46,2.63,50.8,Medium
2582,67,41,33,98,34,2.29,57.1,Medium
2583,41,33,57,84,26,2.44,48.7,High
2584,74,71,98,53,76,2.02,70.6,Medium
2585,76,42,66,70,61,2.45,63.8,Medium
2586,44,33,52,22,28,2.67,30.7,High
2587,40,98,62,97,25,2.06,59.1,High
2588,79,48,48,77,76,3.22,71.0,Low
2589,51,31,76,91,95,3.14,81.1,High
2590,95,41,24,74,49,2.19,57.8,Medium
2591,75,35,79,99,74,3.19,78.2,Low
2592,84,37,89,61,73,4.0,68.5,Low
2593,62,80,21,40,46,3.89,46.7,High
2594,86,40,89,29,78,2.01,61.4,Medium
2595,70,92,62,76,26,3.59,55.6,Medium
2596,50,86,23,44,59,2.71,52.7,High
2597,49,41,75,75,91,2.13,75.4,High
2598,42,31,78,57,21,2.59,40.6,High
2599,93,37,28,80,33,2.64,53.0,Medium
2600,53,40,22,66,29,3.05,42.9,High
2601,55,82,67,73,69,3.32,69.9,High
2602,49,39,62,65,37,3.5,49.3,High
2603,68,37,20,87,37,2.49,53.4,Medium
2604,49,65,76,23,35,2.64,39.9,High
2605,51,43,72,85,71,2.62,70.5,High
2606,69,83,35,62,88,2.73,72.5,Low
2607,80,50,70,81,71,4.0,72.7,Low
2608,40,79,94,23,50,3.56,48.2,High
2609,44,68,74,84,42,3.95,60.6,High
2610,59,49,20,81,61,3.39,61.5,High
2611,47,36,47,21,81,2.81,51.7,High
2612,82,38,72,28,96,2.78,66.0,Low
2613,51,30,77,76,69,2.98,66.2,High
2614,40,55,92,64,96,2.83,76.3,High
2615,96,67,79,37,34,3.66,48.9,High
2616,93,67,78,67,63,2.93,69.1,Low
2617,59,90,41,61,61,2.59,61.7,High
2618,67,73,27,60,64,3.55,60.3,Medium
2619,96,73,68,94,54,3.71,73.5,Low
2620,82,91,61,77,41,2.84,62.9,Medium
2621,76,35,46,61,93,3.34,71.2,Low
2622,86,46,58,54,94,2.12,72.8,Medium
2623,76,80,44,57,57,3.06,59.9,Medium
2624,51,67,57,86,89,2.09,78.9,High
2625,76,53,43,60,83,2.06,68.4,Medium
2626,88,80,43,69,26,3.23,52.2,Medium
2627,88,39,79,91,63,2.61,73.1,Low
2628,95,50,69,98,95,3.49,88.8,Low
2629,83,99,85,64,26,3.79,56.3,Medium
2630,95,86,33,90,85,2.28,82.4,Medium
2631,67,68,72,38,79,3.45,63.7,Medium
2632,86,62,51,36,20,3.03,38.7,High
2633,54,88,67,84,81,2.22,78.5,High
2634,45,47,58,96,37,3.3,58.6,High
2635,83,85,59,75,26,3.22,55.6,Medium
2636,98,86,61,60,73,3.03,71.7,Low
2637,59,77,96,61,86,3.85,75.9,High
2638,89,71,95,25,29,3.04,44.6,High
2639,53,56,27,88,80,3.98,72.0,High
2640,41,81,98,94,78,3.02,81.4,High
2641,48,71,45,92,78,2.23,75.2,High
2642,76,61,31,59,88,2.94,69.7,Low
2643,59,55,62,60,82,2.36,68.4,High
2644,65,54,70,28,27,3.19,38.1,High
2645,68,52,82,27,97,3.39,67.1,Low
2646,40,86,68,63,74,2.94,67.9,High
2647,94,81,46,77,25,2.2,55.2,Medium
2648,74,60,28,86,20,2.94,50.0,Medium
2649,45,93,58,32,75,2.16,59.2,High
2650,76,62,84,38,94,3.36,71.2,Low
2651,92,31,90,68,29,3.58,53.3,Medium
2652,98,47,90,99,42,3.92,70.0,Low
2653,44,76,26,97,35,2.3,57.7,High
2654,72,62,91,49,35,3.06,51.2,Medium
2655,88,64,99,85,75,3.14,80.6,Low
2656,90,80,86,96,25,3.84,64.4,Medium
2657,53,47,29,78,49,3.25,55.9,High
2658,51,59,90,72,82,2.29,74.4,High
2659,81,73,72,71,20,2.87,51.9,Medium
2660,59,82,76,50,70,3.31,64.7,High
2661,92,39,46,34,65,3.4,53.9,Medium
2662,89,81,73,39,40,3.73,52.0,Medium
2663,63,78,23,24,57,2.36,46.4,High
2664,98,40,42,26,88,3.9,61.0,Medium
2665,82,95,67,37,82,2.12,68.3,Medium
2666,73,87,61,75,69,3.97,72.2,Low
2667,64,65,22,94,31,3.72,55.7,Medium
2668,89,62,22,64,88,3.32,71.7,Low
2669,68,76,47,47,92,3.47,70.0,Low
2670,96,42,82,69,63,2.15,67.9,Medium
2671,78,69,50,21,71,2.08,54.4,Medium
2672,70,97,29,87,28,2.2,56.9,Medium
2673,95,71,68,96,84,2.17,85.8,Medium
2674,86,48,40,43,29,3.09,41.9,High
2675,82,48,72,67,65,2.43,66.3,Medium
2676,89,87,95,64,77,3.72,77.1,Low
2677,62,52,73,77,56,2.89,64.2,Medium
2678,83,83,76,55,71,3.39,69.1,Low
2679,77,94,39,21,32,3.31,40.1,High
2680,59,41,68,37,25,2.64,37.9,High
2681,62,53,26,68,77,2.49,65.3,Medium
2682,84,63,48,27,67,2.68,54.4,Medium
2683,91,82,67,77,51,3.59,67.5,Low
2684,55,37,32,34,30,3.17,34.6,High
2685,89,47,22,36,24,2.51,36.2,High
2686,81,86,21,42,25,3.64,41.4,High
2687,99,34,35,85,93,2.11,79.5,Medium
2688,94,55,25,89,40,3.4,60.1,Medium
2689,47,59,64,46,61,2.88,55.2,High
2690,89,83,90,56,46,3.46,61.4,Medium
2691,60,42,24,68,22,3.85,41.8,High
2692,40,58,75,83,79,3.5,73.8,High
2693,94,32,90,53,85,2.88,71.5,Low
2694,47,87,51,37,68,2.3,56.8,High
2695,68,31,68,83,53,3.61,62.8,Medium
2696,71,57,32,93,56,2.92,66.3,Low
2697,77,31,49,63,61,2.15,59.0,Medium
2698,44,36,44,36,84,3.44,56.8,High
2699,86,55,79,78,79,2.58,77.0,Low
2700,61,45,78,32,20,2.1,36.0,High
2701,86,52,47,71,78,3.81,71.0,Low
2702,73,69,77,79,23,2.97,54.8,Medium
2703,40,89,39,61,33,2.56,48.3,High
2704,94,61,53,83,37,3.43,60.5,Medium
2705,94,44,24,85,53,3.77,62.9,Medium
2706,65,42,79,53,20,2.0,42.5,High
2707,82,34,62,90,72,3.38,73.6,Low
2708,49,81,76,83,41,3.53,61.9,High
2709,69,70,76,52,99,2.42,76.7,Medium
2710,89,82,94,31,80,2.98,67.8,Low
2711,57,79,73,95,41,2.18,65.8,High
2712,56,44,64,38,69,3.49,55.4,High
2713,65,36,56,28,35,3.69,38.1,High
2714,47,69,67,93,47,2.22,65.0,High
2715,86,57,73,36,89,3.63,68.0,Low
2716,79,61,67,69,61,3.54,65.8,Low
2717,88,44,25,58,85,2.69,67.1,Low
2718,51,99,53,60,90,3.38,74.3,High
2719,66,94,82,29,54,2.0,54.5,Medium
2720,47,33,97,31,39,3.86,42.6,High
2721,64,40,67,98,21,3.1,54.9,Medium
2722,85,55,42,34,26,3.24,38.8,High
2723,43,90,32,47,68,3.33,57.8,High
2724,72,66,66,23,95,3.12,65.3,Low
2725,40,52,63,55,28,3.71,43.2,High
2726,58,69,51,84,46,3.22,61.4,High
2727,70,52,45,66,97,3.82,75.3,Low
2728,55,45,72,58,21,3.16,43.0,High
2729,53,90,33,57,87,2.34,69.5,High
2730,92,97,71,63,79,3.83,76.5,Low
2731,87,60,55,70,68,3.36,68.4,Low
2732,44,82,27,45,21,3.4,37.2,High
2733,80,54,59,55,36,3.97,50.2,Medium
2734,65,73,41,88,39,2.15,59.9,Medium
2735,67,41,35,20,95,2.86,58.3,Medium
2736,41,38,79,72,51,2.48,57.8,High
2737,89,41,79,25,70,3.26,56.4,Medium
2738,45,98,29,56,61,3.61,58.4,High
2739,48,83,44,21,82,3.93,56.6,High
2740,72,83,50,88,80,2.91,78.9,Low
2741,80,57,40,60,81,3.57,68.1,Low
2742,64,85,52,70,22,3.83,49.9,High
2743,87,98,50,66,95,3.37,81.3,Low
2744,52,87,40,32,45,2.49,45.5,High
2745,48,71,55,95,67,3.22,72.7,High
2746,92,67,84,88,27,3.94,61.5,Medium
2747,52,97,23,85,24,3.98,52.3,High
2748,70,82,87,78,30,3.28,59.3,Medium
2749,80,62,23,87,61,3.77,67.0,Low
2750,50,85,28,78,60,2.4,63.7,High
2751,43,80,49,29,38,2.49,41.1,High
2752,73,72,64,32,67,3.91,57.3,Medium
2753,77,44,23,21,72,2.27,49.5,High
2754,85,67,88,34,74,2.38,63.8,Medium
2755,43,44,42,65,80,2.84,64.4,High
2756,77,34,35,76,51,3.18,57.8,Medium
2757,58,83,41,29,65,3.21,52.9,High
2758,45,80,91,41,55,2.58,55.9,High
2759,73,39,67,98,37,3.84,62.1,Medium
2760,57,41,81,96,93,3.83,83.9,High
2761,52,33,79,27,37,2.78,39.3,High
2762,80,47,99,40,31,2.87,47.0,High
2763,62,65,24,41,91,3.4,63.8,Medium
2764,58,54,99,64,65,3.33,66.3,High
2765,84,65,26,59,74,2.76,64.8,Medium
2766,50,96,70,41,57,2.83,56.7,High
2767,40,38,84,49,97,2.7,69.7,High
2768,63,90,28,81,21,2.47,50.8,Medium
2769,93,82,64,92,28,2.92,62.7,Medium
2770,46,47,66,64,24,3.37,44.7,High
2771,64,72,86,54,38,3.48,53.6,Medium
2772,60,64,43,61,90,3.56,71.0,Low
2773,54,92,29,24,58,2.75,47.9,High
2774,40,33,92,46,61,3.53,54.7,High
2775,51,70,96,89,36,2.01,62.8,High
2776,97,74,67,81,82,2.95,80.9,Low
2777,46,79,54,51,65,3.59,59.2,High
2778,54,57,73,27,39,3.26,42.1,High
2779,60,71,90,37,89,2.95,68.8,Low
2780,58,98,35,97,27,3.29,59.0,High
2781,99,30,72,34,38,3.81,45.5,High
2782,68,68,59,45,51,3.13,53.4,Medium
2783,64,46,39,72,38,3.6,51.7,Medium
2784,72,64,88,63,43,3.96,58.5,Medium
2785,88,75,64,51,43,3.41,55.2,Medium
2786,71,71,25,47,75,3.15,60.8,Medium
2787,88,68,88,58,37,2.07,56.6,Medium
2788,74,78,68,51,31,2.75,49.7,High
2789,83,91,58,96,60,3.13,76.0,Low
2790,77,67,21,98,67,3.59,72.7,Low
2791,65,52,58,37,83,2.88,61.8,Medium
2792,50,51,40,89,35,3.92,54.8,High
2793,74,33,59,30,99,2.54,65.2,Low
2794,47,78,73,51,42,3.49,51.9,High
2795,85,88,31,39,58,2.84,55.3,Medium
2796,53,97,56,59,52,2.97,59.1,High
2797,49,31,57,27,43,3.61,39.0,High
2798,41,78,34,54,80,2.59,63.5,High
2799,85,60,26,88,74,2.19,73.1,Medium
2800,48,69,97,97,80,3.04,82.5,High
2801,42,77,69,40,59,3.06,54.4,High
2802,60,80,84,43,77,3.59,66.1,Low
2803,65,72,86,36,91,3.94,69.5,Low
2804,47,84,63,37,93,2.11,67.7,High
2805,87,78,50,31,20,3.18,38.8,High
2806,41,86,62,35,44,3.36,47.0,High
2807,45,44,96,23,72,3.97,54.2,High
2808,67,56,67,53,80,3.89,66.9,Low
2809,92,97,80,65,65,3.42,72.4,Low
2810,68,93,94,94,93,3.04,90.9,Low
2811,65,59,29,96,79,2.32,75.7,Medium
2812,64,65,48,50,70,2.77,60.7,Medium
2813,51,96,67,44,92,3.17,71.4,High
2814,44,78,81,93,67,3.45,75.0,High
2815,73,84,32,43,59,3.27,55.4,Medium
2816,87,85,63,84,26,3.43,59.1,Medium
2817,76,97,66,44,94,2.86,74.7,Low
2818,54,73,83,47,38,3.46,50.3,High
2819,83,60,72,55,34,2.29,51.6,Medium
2820,75,87,96,25,89,2.33,68.9,Medium
2821,54,82,95,85,80,2.33,80.6,High
2822,82,52,63,86,75,3.78,75.5,Low
2823,87,57,47,91,29,2.15,58.0,Medium
2824,62,45,21,67,65,3.6,58.9,Medium
2825,45,66,76,89,99,2.47,85.0,High
2826,85,50,76,97,94,2.94,87.8,Low
2827,89,46,53,86,76,3.83,75.0,Low
2828,83,66,77,67,54,3.17,64.3,Medium
2829,98,48,71,84,91,2.42,83.3,Medium
2830,82,59,48,63,22,2.57,46.6,High
2831,84,74,54,82,85,3.84,79.8,Low
2832,60,47,94,65,72,2.85,68.4,Low
2833,62,91,67,38,97,3.17,72.2,Low
2834,82,65,52,83,71,2.92,73.2,Low
2835,94,81,94,92,72,2.76,83.3,Low
2836,55,48,92,90,73,2.45,75.7,High
2837,86,73,97,69,66,3.37,72.7,Low
2838,92,36,28,82,22,3.44,49.0,High
2839,99,73,67,60,84,2.55,75.5,Low
2840,54,97,86,26,34,3.58,45.1,High
2841,64,63,55,28,53,3.71,47.8,High
2842,75,95,90,23,69,3.84,60.5,Medium
2843,50,98,63,68,52,2.32,62.3,High
2844,90,84,79,95,92,2.61,90.6,Low
2845,54,39,82,25,22,3.72,33.8,High
2846,43,71,24,40,21,2.4,34.2,High
2847,60,70,95,34,23,2.01,41.9,High
2848,52,98,59,86,35,3.74,60.7,High
2849,61,39,38,85,73,2.65,68.5,Low
2850,58,39,66,75,52,2.83,59.6,High
2851,73,89,84,87,28,2.89,61.9,Medium
2852,53,80,86,51,76,3.7,67.6,High
2853,43,50,37,85,59,2.68,62.1,High
2854,87,37,69,48,71,3.78,62.1,Medium
2855,92,94,49,85,35,3.23,63.0,Medium
2856,91,59,85,53,27,3.05,50.2,Medium
2857,85,78,24,46,79,2.65,64.1,Medium
2858,66,38,61,79,55,2.49,62.2,Medium
2859,68,46,24,58,22,3.25,40.0,High
2860,86,98,69,63,34,2.89,57.8,Medium
2861,67,87,77,55,42,3.82,56.4,Medium
2862,74,86,98,38,22,2.98,46.0,High
2863,47,91,27,64,49,3.02,55.3,High
2864,55,81,50,40,64,2.83,56.2,High
2865,81,90,31,42,36,3.58,47.2,High
2866,75,69,40,46,77,2.85,63.0,Medium
2867,69,67,81,91,77,2.54,79.8,Low
2868,57,72,52,38,76,3.72,59.9,High
2869,41,92,45,60,26,3.19,46.2,High
2870,88,48,59,45,58,3.18,56.2,Medium
2871,52,79,84,47,97,3.22,74.4,High
2872,43,62,78,83,77,3.44,74.0,High
2873,65,42,34,87,75,2.63,70.2,Low
2874,64,91,20,99,34,2.07,60.8,Medium
2875,69,72,30,70,63,3.62,63.3,Medium
2876,50,78,74,93,31,2.26,60.5,High
2877,46,65,21,67,27,3.44,44.1,High
2878,70,39,84,29,99,2.16,67.6,Medium
2879,83,35,63,92,60,2.75,69.7,Low
2880,49,86,35,58,53,2.13,55.6,High
2881,78,30,41,38,65,3.04,52.3,Medium
2882,52,87,37,83,48,3.31,61.7,High
2883,70,50,66,38,35,2.34,44.0,High
2884,46,85,49,95,24,2.74,56.1,High
2885,95,49,29,81,24,3.86,51.2,Medium
2886,88,83,77,32,49,2.88,54.0,Medium
2887,81,54,81,44,69,3.61,62.4,Medium
2888,81,57,99,61,24,3.85,51.6,Medium
2889,95,34,25,58,32,3.95,45.6,High
2890,75,50,86,49,68,3.8,63.0,Medium
2891,59,47,60,24,69,2.63,51.4,High
2892,43,76,62,37,33,3.93,42.4,High
2893,93,99,96,40,65,3.62,66.8,Low
2894,46,86,37,69,53,3.67,58.8,High
2895,93,48,77,25,90,2.03,65.3,Medium
2896,40,94,79,69,66,3.91,68.4,High
2897,83,32,46,99,79,3.56,77.4,Low
2898,95,71,87,85,93,3.54,88.0,Low
2899,84,50,41,20,98,2.16,62.7,Medium
2900,81,69,43,76,30,2.47,54.1,Medium
2901,86,96,59,49,69,3.92,66.4,Low
2902,98,54,93,77,23,3.0,56.8,Medium
2903,52,84,85,71,60,2.8,67.4,High
2904,94,81,59,56,78,3.68,71.4,Low
2905,61,73,25,67,79,2.17,67.6,Medium
2906,93,85,37,20,81,2.83,59.9,Medium
2907,60,84,49,38,44,2.75,48.3,High
2908,61,99,40,65,98,2.7,78.7,Low
2909,67,95,81,86,52,2.62,70.9,Low
2910,48,48,29,21,38,2.42,34.0,High
2911,65,36,32,75,76,2.35,66.2,Medium
2912,48,92,95,36,34,3.28,47.9,High
2913,54,71,28,98,60,3.84,68.7,High
2914,49,71,87,41,88,3.02,68.2,High
2915,63,88,58,46,99,2.6,74.3,Low
2916,97,49,43,74,79,2.32,72.7,Medium
2917,96,46,53,51,41,3.66,51.2,Medium
2918,81,56,80,79,62,3.94,70.2,Low
2919,47,76,60,47,51,2.7,52.8,High
2920,63,31,24,47,32,2.58,38.7,High
2921,55,92,98,93,57,3.2,75.2,High
2922,88,91,69,44,45,3.55,56.0,Medium
2923,65,48,23,97,24,2.91,52.3,Medium
2924,66,46,70,45,68,3.26,58.9,Medium
2925,76,98,71,94,24,3.43,62.3,Medium
2926,43,68,58,90,90,3.92,79.9,High
2927,89,68,27,36,67,2.33,56.0,Medium
2928,63,65,64,26,37,3.99,41.8,High
2929,58,69,47,75,25,2.78,49.9,High
2930,75,74,46,83,85,3.45,78.4,Low
2931,99,33,84,39,96,3.14,71.7,Low
2932,78,54,53,57,61,2.97,60.0,Medium
2933,49,98,81,94,71,3.4,79.4,High
2934,64,59,81,77,30,2.79,55.5,Medium
2935,57,97,57,35,45,2.25,49.6,High
2936,58,58,45,70,40,2.98,53.1,High
2937,75,97,43,46,85,3.04,69.3,Low
2938,49,80,58,70,59,2.4,63.3,High
2939,72,53,40,94,75,3.87,74.7,Low
2940,94,43,66,35,70,2.45,58.8,Medium
2941,89,98,67,79,39,2.82,64.7,Medium
2942,44,47,32,95,99,2.31,80.4,High
2943,86,71,22,59,76,3.07,66.0,Low
2944,88,86,51,86,24,2.62,57.9,Medium
2945,74,41,54,21,33,2.98,36.4,High
2946,83,46,38,67,43,2.45,54.0,Medium
2947,73,59,33,71,87,2.11,72.6,Medium
2948,72,52,67,43,71,3.56,60.4,Medium
2949,94,30,87,97,67,3.28,77.0,Low
2950,60,61,64,21,66,2.68,51.2,Medium
2951,56,38,38,84,79,2.09,70.0,High
2952,61,44,83,39,92,3.73,67.3,Low
2953,87,57,85,53,22,2.34,47.6,High
2954,76,53,98,60,28,3.86,51.9,Medium
2955,54,89,85,60,43,2.96,58.0,High
